"jointType","x","y","z","time"
17,0.2102801,-0.6438239,1.75233078,442
18,0.19781594,-0.919883966,1.75336838,442
19,0.184426814,-0.9520247,1.63182652,442
20,0.1766524,0.06018301,1.92643714,442
21,-0.133115351,-0.474413157,1.72366822,442
22,-0.145720631,-0.411576957,1.76315355,442
23,0.5234484,0.5474589,1.8513087,442
24,0.4782071,0.5000368,1.83168757,442
0,-0.03434621,-0.42119357,1.873914,443
1,-0.04485759,-0.151675761,1.92502189,443
2,-0.05510134,0.109922312,1.962724,443
3,-0.06210546,0.231885284,1.98796439,443
4,-0.198768988,-0.0233527,1.994448,443
5,-0.253149778,-0.2568144,1.99573278,443
6,-0.306984872,-0.428888351,1.92692637,443
7,-0.3275112,-0.493031949,1.9004302,443
8,0.0556292571,0.0195747018,1.86872351,443
9,0.175889537,0.132709473,1.65464985,443
10,0.179912567,0.2669936,1.50288379,443
11,0.166301563,0.304374039,1.48333466,443
12,-0.09409103,-0.421557784,1.85463226,443
13,-0.0896873549,-0.6858933,1.8147229,443
14,-0.0814799,-0.9486008,1.80394852,443
15,-0.06317192,-1.01250863,1.7376132,443
16,0.0264522657,-0.406273723,1.82871723,443
17,0.0899859741,-0.656332552,1.77712858,443
18,0.143740967,-0.9235956,1.758541,443
19,0.10798724,-0.95564574,1.64252472,443
20,-0.05260811,0.04552395,1.95554364,443
21,-0.3306289,-0.5445934,1.88139594,443
22,-0.320988685,-0.5317339,1.902375,443
23,0.162349388,0.3520883,1.42644846,443
24,0.11570254,0.304532826,1.47880971,443
0,-0.07803122,-0.427932322,1.87973964,444
1,-0.08867102,-0.15726465,1.92851162,444
2,-0.0933279246,0.105137482,1.96346653,444
3,-0.105363429,0.229492277,1.97792208,444
4,-0.243575156,-0.0238663666,1.99548757,444
5,-0.298793316,-0.257728159,1.99357164,444
6,-0.350094855,-0.42577228,1.91224682,444
7,-0.359293759,-0.48043263,1.88542581,444
8,0.0150715532,-0.009216643,1.88260531,444
9,0.131958976,-0.0480045453,1.65179026,444
10,0.131615624,0.100823388,1.49451613,444
11,0.120465524,0.128439456,1.46127152,444
12,-0.139112875,-0.42699945,1.85461247,444
13,-0.118974082,-0.6835777,1.81771672,444
14,-0.09362405,-0.9430143,1.80601716,444
15,-0.07326183,-1.00493026,1.73640156,444
16,-0.0143069252,-0.414532721,1.84085047,444
17,0.0598663054,-0.649961054,1.76781452,444
18,0.130759,-0.9149979,1.74219954,444
19,0.1054474,-0.944469154,1.621637,444
20,-0.09278154,0.0404264443,1.957068,444
21,-0.362102717,-0.530080557,1.85999465,444
22,-0.357392132,-0.5096576,1.899643,444
23,0.109857656,0.175721049,1.40473342,444
24,0.08079441,0.129912138,1.47026932,444
0,-0.09747263,-0.445576638,1.87835026,445
1,-0.102311,-0.174409539,1.91419911,445
2,-0.1074141,0.08854325,1.93668675,445
3,-0.09403273,0.221594676,1.93185949,445
4,-0.247616813,-0.0235240012,1.99679708,445
5,-0.3160634,-0.251092,2.00625,445
6,-0.36979574,-0.4207533,1.930852,445
7,-0.3743987,-0.46571368,1.9119879,445
8,0.003846938,-0.021255862,1.85556257,445
9,0.00872626,-0.236191511,1.732485,445
10,-0.0391771235,-0.385755181,1.61488914,445
11,-0.06589347,-0.4472673,1.57486665,445
12,-0.155644,-0.441612631,1.85925651,445
13,-0.131582364,-0.6924927,1.81998456,445
14,-0.09925672,-0.9232505,1.80751789,445
15,-0.137909263,-0.9554468,1.69411421,445
16,-0.0367435068,-0.434362382,1.83325541,445
17,0.04604294,-0.6784624,1.76218867,445
18,0.107409343,-0.893624842,1.73840308,445
19,0.07467992,-0.9256907,1.62121069,445
20,-0.106075585,0.02381126,1.9333359,445
21,-0.38008377,-0.52292645,1.89046407,445
22,-0.37725693,-0.4946576,1.93014431,445
23,-0.08435707,-0.4899747,1.54626489,445
24,-0.119068235,-0.456709772,1.605125,445
0,-0.101431265,-0.448698252,1.880774,446
1,-0.106354184,-0.1782173,1.91402876,446
2,-0.110291444,0.0844062939,1.93432534,446
3,-0.09873662,0.21866928,1.92576146,446
4,-0.254632354,-0.02416529,1.994366,446
5,-0.317982018,-0.2583545,2.00678968,446
6,-0.364921,-0.429827362,1.93086863,446
7,-0.3648485,-0.463040859,1.901724,446
8,0.00126969418,-0.0292728655,1.859658,446
9,0.00478806952,-0.246755511,1.75092065,446
10,-0.0348483734,-0.407469362,1.64548433,446
11,-0.0586315356,-0.461030871,1.600971,446
12,-0.160341233,-0.4417101,1.86309481,446
13,-0.134099111,-0.6928645,1.820463,446
14,-0.09854555,-0.9272076,1.80756855,446
15,-0.133783489,-0.95923847,1.69258392,446
16,-0.03896336,-0.4404301,1.834423,446
17,0.0468756929,-0.684871733,1.76206923,446
18,0.105206475,-0.899635434,1.73975337,446
19,0.07427922,-0.931119442,1.62173176,446
20,-0.109436557,0.0197382532,1.93145382,446
21,-0.369341761,-0.5214139,1.87621629,446
22,-0.368852466,-0.496817172,1.92040336,446
23,-0.0726585761,-0.5040066,1.57348478,446
24,-0.109272212,-0.4611781,1.63098073,446
0,-0.09728985,-0.447314531,1.8844471,447
1,-0.103130244,-0.178178564,1.92181182,447
2,-0.108088404,0.08386265,1.94661617,447
3,-0.09607571,0.217186615,1.93764281,447
4,-0.2541472,-0.0247630533,2.001483,447
5,-0.316253662,-0.259809226,2.01315713,447
6,-0.3612439,-0.430206984,1.93315363,447
7,-0.363225251,-0.4653107,1.90592492,447
8,0.011543896,-0.0200498328,1.87261808,447
9,0.00755903823,-0.246332,1.75671,447
10,-0.0286823828,-0.4051899,1.64841878,447
11,-0.0560921654,-0.456146568,1.60158467,447
12,-0.156755731,-0.440587074,1.8656708,447
13,-0.132552072,-0.6909112,1.82145381,447
14,-0.09755064,-0.9304232,1.80867565,447
15,-0.130617291,-0.9619273,1.692545,447
16,-0.0344682932,-0.438785166,1.83929539,447
17,0.050069835,-0.6861323,1.76472878,447
18,0.107502259,-0.9019371,1.74193156,447
19,0.07881124,-0.932369053,1.62268519,447
20,-0.106966749,0.0193063878,1.94259238,447
21,-0.367824,-0.5266567,1.88236153,447
22,-0.367016435,-0.492880642,1.9275,447
23,-0.07151387,-0.498291939,1.57078481,447
24,-0.105470866,-0.456591666,1.63499117,447
0,-0.09578029,-0.4470367,1.88586521,448
1,-0.102007136,-0.178243667,1.92397785,448
2,-0.107119307,0.08318419,1.94933438,448
3,-0.09442684,0.216436565,1.94235492,448
4,-0.25375703,-0.026348602,2.00461316,448
5,-0.315447927,-0.259416342,2.01569724,448
6,-0.3596016,-0.429030925,1.9332583,448
7,-0.3610138,-0.4641159,1.90492141,448
8,0.008176771,-0.0265396833,1.87278008,448
9,0.008801498,-0.247498065,1.75756407,448
10,-0.0281244852,-0.405484855,1.64813745,448
11,-0.05444219,-0.455403119,1.600407,448
12,-0.155182973,-0.440716535,1.8657136,448
13,-0.130577147,-0.6936433,1.82123148,448
14,-0.09760793,-0.928570151,1.807516,448
15,-0.132053763,-0.95968467,1.69172215,448
16,-0.0329716727,-0.438257933,1.84198725,448
17,0.0515723154,-0.688544869,1.7651006,448
18,0.10732194,-0.901320934,1.742081,448
19,0.07738708,-0.9317875,1.62322223,448
20,-0.105997637,0.01878738,1.94517815,448
21,-0.3640584,-0.5258173,1.882742,448
22,-0.380641043,-0.4384586,1.92600012,448
23,-0.06841113,-0.496439576,1.57268977,448
24,-0.103280738,-0.455474138,1.63068581,448
0,-0.0782590359,-0.43814683,1.89046562,449
1,-0.0963327438,-0.172162652,1.95053852,449
2,-0.113334738,0.08643539,1.99835265,449
3,-0.0990692452,0.217312425,2.00952721,449
4,-0.253666818,-0.03311111,2.00213456,449
5,-0.2997634,-0.266479254,1.98068357,449
6,-0.327315569,-0.4333084,1.88420784,449
7,-0.31426996,-0.471257776,1.84710968,449
8,0.0260547046,-0.0264845751,1.9400351,449
9,0.104542606,-0.2288032,1.88894284,449
10,0.122193366,-0.3280566,1.71776831,449
11,0.135072812,-0.348636568,1.65961564,449
12,-0.143365309,-0.4348884,1.8564378,449
13,-0.118185155,-0.696757734,1.81864858,449
14,-0.09327286,-0.941701353,1.80887282,449
15,-0.07557427,-1.00565875,1.74200022,449
16,-0.0104616648,-0.4257508,1.86130428,449
17,0.0450598858,-0.6862705,1.751539,449
18,0.086644344,-0.926141262,1.7431196,449
19,0.07578737,-0.9569634,1.62091863,449
20,-0.109265208,0.0227445718,1.98854959,449
21,-0.307732463,-0.5353977,1.80998707,449
22,-0.336238176,-0.484548926,1.84013343,449
23,0.14472881,-0.370978355,1.62236118,449
24,0.0903058052,-0.335745275,1.6597501,449
0,0.0411765054,-0.4336665,1.90003943,450
1,0.0492351651,-0.165773064,1.95986116,450
2,0.05703261,0.09448986,2.00680661,450
3,0.086396724,0.2183094,2.030747,450
4,-0.088588,-0.009462594,1.989786,450
5,-0.152681947,-0.243416771,1.96647489,450
6,-0.1753267,-0.4108161,1.86861,450
7,-0.164714947,-0.447762966,1.83650112,450
8,0.192095578,-0.0269948374,1.94660008,450
9,0.2363526,-0.234774366,1.90072417,450
10,0.224418446,-0.339649647,1.73230112,450
11,0.231894016,-0.3562135,1.65511262,450
12,-0.0259726085,-0.424779534,1.86699367,450
13,-0.04460754,-0.7076168,1.80205,450
14,-0.05719669,-0.9499008,1.79312813,450
15,-0.05086377,-1.01351953,1.72317374,450
16,0.106957532,-0.427852631,1.86866152,450
17,0.113946766,-0.68912673,1.81504035,450
18,0.117809668,-0.940378547,1.80267489,450
19,0.104276389,-0.967342257,1.67873836,450
20,0.0551479161,0.03038032,1.99728167,450
21,-0.1573711,-0.5120224,1.80321443,450
22,-0.189505324,-0.46620813,1.83300018,450
23,0.237413272,-0.376492918,1.61517036,450
24,0.18972227,-0.3500085,1.64982772,450
0,0.01653018,-0.436895132,1.89584982,451
1,0.0154381208,-0.1694275,1.96448088,451
2,0.0135628022,0.09034684,2.0206027,451
3,0.0445249043,0.216088682,2.04086852,451
4,-0.125855878,-0.0186932571,2.00329328,451
5,-0.185209557,-0.254260629,1.9770484,451
6,-0.213617787,-0.4212403,1.88020551,451
7,-0.218018338,-0.463126421,1.85040486,451
8,0.1501588,-0.0288400147,1.95585847,451
9,0.197594464,-0.239440292,1.89670169,451
10,0.18467994,-0.324806839,1.7170887,451
11,0.175690934,-0.3430555,1.64811325,451
12,-0.04965587,-0.428420663,1.86207616,451
13,-0.0467329435,-0.7086055,1.818777,451
14,-0.04920238,-0.9610861,1.82159436,451
15,-0.034043394,-1.02401912,1.75243711,451
16,0.0820330754,-0.430559725,1.86516118,451
17,0.09638089,-0.700851,1.809553,451
18,0.104489729,-0.9448751,1.80177426,451
19,0.09872218,-1.01047063,1.73538232,451
20,0.0140922293,0.0263570864,2.00875521,451
21,-0.215022236,-0.5289939,1.81598365,451
22,-0.242260143,-0.472560138,1.84662509,451
23,0.1816302,-0.361616284,1.61103332,451
24,0.213806435,-0.354683429,1.62192857,451
0,0.01170049,-0.438592881,1.88852274,452
1,0.007758199,-0.171533391,1.96244407,452
2,0.00419406453,0.08765502,2.02282476,452
3,0.0340729058,0.214125067,2.04490447,452
4,-0.134637088,-0.0219149552,1.99622,452
5,-0.192651391,-0.248315319,1.95894456,452
6,-0.219395533,-0.412481874,1.8559835,452
7,-0.210216746,-0.4543333,1.81670117,452
8,0.150694683,-0.0307006966,1.96163571,452
9,0.184774041,-0.244225621,1.90447426,452
10,0.189768538,-0.322686553,1.721082,452
11,0.190027341,-0.3459306,1.65116549,452
12,-0.0546223074,-0.429752231,1.85185063,452
13,-0.0502122343,-0.713493,1.815547,452
14,-0.049670022,-0.9614804,1.81993937,452
15,-0.035011746,-1.02838767,1.75934911,452
16,0.0776574761,-0.432423443,1.86066782,452
17,0.0922169238,-0.706281,1.80840111,452
18,0.106217407,-0.949389338,1.802023,452
19,0.09621375,-1.01487839,1.73624182,452
20,0.005041071,0.0238421261,2.00992346,452
21,-0.203976408,-0.517783046,1.77794874,452
22,-0.232060149,-0.4648935,1.80794835,452
23,0.197985232,-0.365096629,1.61572838,452
24,0.223747045,-0.349433243,1.63016677,452
0,0.0172416158,-0.439015776,1.88873744,453
1,0.0143274181,-0.172201976,1.96208572,453
2,0.0117979767,0.08681017,2.02224278,453
3,0.0406094752,0.213783726,2.04253054,453
4,-0.128747419,-0.0219389722,1.99816644,453
5,-0.185279131,-0.24954775,1.96124184,453
6,-0.2117776,-0.414134175,1.85883844,453
7,-0.206024066,-0.467983,1.82059324,453
8,0.151947185,-0.0334021077,1.96337914,453
9,0.197125986,-0.2437491,1.90237939,453
10,0.18763864,-0.337479532,1.72675228,453
11,0.179470927,-0.357711971,1.65577388,453
12,-0.04898488,-0.430034578,1.85256851,453
13,-0.04519629,-0.711361,1.81349826,453
14,-0.0484954379,-0.9574789,1.81680155,453
15,-0.0597042367,-0.9929899,1.697245,453
16,0.08295888,-0.43297857,1.86055291,453
17,0.09805304,-0.706456,1.8085202,453
18,0.110015169,-0.9435581,1.79994607,453
19,0.102031052,-1.00682831,1.72919536,453
20,0.0124079073,0.0230195969,2.00943851,453
21,-0.201059416,-0.523839056,1.78720713,453
22,-0.230079353,-0.4761357,1.815021,453
23,0.183503434,-0.377450824,1.61600029,453
24,0.213467717,-0.3562879,1.6347667,453
0,0.009982312,-0.437558621,1.88407516,454
1,0.00434814952,-0.17132172,1.96038842,454
2,-0.00169563794,0.0871507451,2.02357459,454
3,0.0209495444,0.21353969,2.045951,454
4,-0.136087656,-0.0247567222,2.00115871,454
5,-0.188806072,-0.254503161,1.96195567,454
6,-0.214465961,-0.418762863,1.858914,454
7,-0.208206818,-0.47589156,1.8236593,454
8,0.145712808,-0.0253787991,1.95265424,454
9,0.235871986,-0.197753623,1.83911943,454
10,0.1694778,-0.322082222,1.69984853,454
11,0.151430085,-0.380993158,1.63175964,454
12,-0.05522293,-0.4291158,1.8495934,454
13,-0.04645899,-0.712884665,1.8095721,454
14,-0.048400823,-0.9532499,1.81476212,454
15,-0.065213196,-0.9902605,1.6969285,454
16,0.0747880861,-0.4310136,1.85390723,454
17,0.09666952,-0.706737339,1.8048197,454
18,0.108438723,-0.9418325,1.79775238,454
19,0.09929886,-1.00678527,1.73046315,454
20,-0.000157284652,0.023491336,2.00998473,454
21,-0.202540055,-0.5330031,1.79072022,454
22,-0.2344132,-0.489420027,1.82528591,454
23,0.1388979,-0.413250029,1.60023212,454
24,0.183291346,-0.369218618,1.59986115,454
0,0.00943942,-0.417574942,1.87984765,455
1,0.00153780379,-0.156392053,1.94839621,455
2,-0.006172317,0.0980123952,2.00377345,455
3,0.00242792559,0.221904159,2.02922726,455
4,-0.142655149,-0.0194664076,1.99529421,455
5,-0.193007872,-0.2509944,1.95516241,455
6,-0.222922444,-0.4185214,1.85959649,455
7,-0.217947826,-0.475474149,1.82591844,455
8,0.156292051,0.031670548,1.942807,455
9,0.334744424,0.155082241,1.91587245,455
10,0.467166245,0.313665241,1.90913785,455
11,0.5005738,0.362494051,1.91751993,455
12,-0.0547456443,-0.4153195,1.85234249,455
13,-0.0498401634,-0.7030489,1.80743194,455
14,-0.05057244,-0.954501569,1.81327844,455
15,-0.0338554978,-1.01924849,1.74832606,455
16,0.0731168538,-0.4049441,1.84183037,455
17,0.09374456,-0.6884297,1.80014,455
18,0.108262241,-0.9443668,1.79614973,455
19,0.100932971,-1.00659561,1.72350848,455
20,-0.00427887868,0.0352963842,1.99220181,455
21,-0.216858134,-0.5331969,1.79586494,455
22,-0.2383461,-0.475559324,1.81555974,455
23,0.5375577,0.410385847,1.91170156,455
24,0.533926249,0.3509189,1.902739,455
0,0.0213245116,-0.404639661,1.88037288,456
1,0.00539473444,-0.143940583,1.94478643,456
2,-0.009999899,0.109928183,1.99625075,456
3,-0.009988621,0.226739511,2.02542,456
4,-0.1459548,-0.0252103619,1.9553082,456
5,-0.179992765,-0.245970726,1.90256977,456
6,-0.195984349,-0.4140014,1.80385828,456
7,-0.195589036,-0.46566242,1.777641,456
8,0.14573282,0.06398073,1.98881686,456
9,0.290351331,0.244290575,2.026152,456
10,0.375589162,0.4085792,2.05603957,456
11,0.40466994,0.473370582,2.08191252,456
12,-0.0426631346,-0.404683143,1.84611475,456
13,-0.0381699465,-0.700083554,1.80566216,456
14,-0.0489098839,-0.958105445,1.81257856,456
15,-0.0330747962,-1.02123773,1.74407339,456
16,0.08478241,-0.390519351,1.84987473,456
17,0.101489156,-0.6659022,1.79856217,456
18,0.1097861,-0.950370848,1.795562,456
19,0.101975746,-1.0148381,1.72734976,456
20,-0.00627257861,0.04741988,1.98564422,456
21,-0.189803451,-0.5280532,1.744519,456
22,-0.223516852,-0.4689707,1.787625,456
23,0.434931338,0.525596142,2.10334539,456
24,0.437896758,0.446834415,2.084875,456
0,0.0411815532,-0.401153654,1.89772189,457
1,0.0548281334,-0.135498777,1.95701957,457
2,0.0691407248,0.122380495,2.00367618,457
3,0.06263146,0.237240911,2.03657222,457
4,-0.06805023,-0.00116997573,1.96698236,457
5,-0.124985471,-0.225503385,1.91977823,457
6,-0.16804418,-0.388402253,1.82034218,457
7,-0.171897858,-0.4313132,1.788571,457
8,0.215972349,0.06315167,1.98991382,457
9,0.37789613,0.23150003,2.03452277,457
10,0.4808622,0.386468172,2.07178187,457
11,0.5151991,0.451547861,2.09544349,457
12,-0.0228029024,-0.39547953,1.87004137,457
13,-0.0449614525,-0.700355,1.80746579,457
14,-0.0547101833,-0.9520541,1.8127358,457
15,-0.0492941141,-1.01858747,1.74847567,457
16,0.10369017,-0.3929607,1.86098862,457
17,0.112668589,-0.6726952,1.808245,457
18,0.1155676,-0.945954561,1.80100477,457
19,0.115659207,-0.9747541,1.67727721,457
20,0.0655563548,0.0588790439,1.99427211,457
21,-0.170535564,-0.49556464,1.74691975,457
22,-0.199989736,-0.451739252,1.78450859,457
23,0.5533934,0.497021824,2.1156795,457
24,0.5489788,0.434681326,2.09300017,457
0,0.002339048,-0.42035082,1.92836642,458
1,0.00601632847,-0.1545163,1.97627,458
2,0.009044848,0.103762992,2.01099443,458
3,0.0179012418,0.227618039,2.03964972,458
4,-0.135970086,-0.01118659,1.99754882,458
5,-0.188805014,-0.237685636,1.96564436,458
6,-0.231248587,-0.402348578,1.869619,458
7,-0.235956281,-0.449850559,1.8321774,458
8,0.160614789,0.0175491665,1.98291981,458
9,0.355532229,0.00936622,1.929497,458
10,0.536206365,0.0442811921,1.87205863,458
11,0.611805439,0.07108505,1.86087584,458
12,-0.06313003,-0.4140383,1.897394,458
13,-0.0620302036,-0.6995665,1.835471,458
14,-0.0564878061,-0.9569989,1.82733309,458
15,-0.0456465036,-1.01999545,1.756749,458
16,0.06769147,-0.4125977,1.89483261,458
17,0.08231507,-0.688795865,1.82628787,458
18,0.09589688,-0.9524458,1.80568421,458
19,0.09042354,-0.9758767,1.6797657,458
20,0.008346073,0.0401501171,2.00456476,458
21,-0.232422769,-0.5048747,1.80008519,458
22,-0.260816246,-0.450611532,1.83668172,458
23,0.6678963,0.08784378,1.84470809,458
24,0.6296844,0.04134205,1.8645,458
0,-0.0466947854,-0.4405672,1.92467606,459
1,-0.0429878049,-0.163200513,1.96421731,459
2,-0.03672495,0.111287832,1.98840749,459
3,-0.04388704,0.227910638,2.016394,459
4,-0.193134353,-0.0207774118,2.02489471,459
5,-0.245877966,-0.267179459,2.010025,459
6,-0.286844373,-0.4366368,1.92370069,459
7,-0.289582372,-0.476155728,1.89421487,459
8,0.0470518954,0.0352062434,1.90389192,459
9,0.0494929068,-0.0165242776,1.63626015,459
10,-0.006849341,-0.001613918,1.44040644,459
11,-0.0353182144,0.03156805,1.39427125,459
12,-0.106857285,-0.440174341,1.91057694,459
13,-0.08497966,-0.704085231,1.84286582,459
14,-0.0632086843,-0.96167177,1.83746111,459
15,-0.05625043,-1.02493155,1.76659393,459
16,0.0134415813,-0.425917149,1.87042,459
17,0.0478176847,-0.6974406,1.81541026,459
18,0.0721198544,-0.9487533,1.79944563,459
19,0.07159957,-1.01147509,1.72739387,459
20,-0.0387603641,0.0431020856,1.98454762,459
21,-0.291868538,-0.5384137,1.86502981,459
22,-0.3094462,-0.472209275,1.89123523,459
23,-0.0496483967,0.04816654,1.34402108,459
24,-0.00358114415,0.022173129,1.35467434,459
0,-0.04163249,-0.4754392,1.94097733,460
1,-0.07967528,-0.186400414,1.95701849,460
2,-0.120842315,0.09082973,1.95755255,460
3,-0.170383438,0.191990286,1.97757459,460
4,-0.200905785,-0.0285341181,2.009245,460
5,-0.216959283,-0.2853115,2.03169036,460
6,-0.240987048,-0.4958693,1.96256292,460
7,-0.240203023,-0.554393947,1.93711913,460
8,-0.0113471365,0.0103235506,1.85814893,460
9,-0.08630287,-0.0470117256,1.60315573,460
10,-0.201488778,-0.04933398,1.44058442,460
11,-0.252624035,-0.04490173,1.393618,460
12,-0.0933891162,-0.4815302,1.94933414,460
13,-0.0578313842,-0.730421364,1.8365916,460
14,-0.05978169,-0.9613444,1.82922709,460
15,-0.0466964245,-1.02627,1.763177,460
16,0.0122178691,-0.4538163,1.86955059,460
17,0.0295938533,-0.714843869,1.81544614,460
18,0.06912817,-0.9423488,1.79632986,460
19,0.0585280769,-1.00603151,1.72697985,460
20,-0.110467315,0.0225232653,1.96010447,460
21,-0.234502271,-0.6104438,1.91516268,460
22,-0.2366591,-0.5837256,1.9345001,460
23,-0.2949718,-0.0416043922,1.36960816,460
24,-0.246576786,-0.0771037638,1.4034,460
0,-0.00181274454,-0.5843981,1.97882569,461
1,-0.114211641,-0.329925418,1.93791771,461
2,-0.2214114,-0.0805562362,1.88438773,461
3,-0.297049284,0.000320660183,1.90837538,461
4,-0.2949458,-0.20067738,1.93707848,461
5,-0.22325407,-0.437743157,1.99775946,461
6,-0.220544785,-0.6520061,1.92180479,461
7,-0.227026075,-0.6823094,1.91501057,461
8,-0.09391203,-0.181128845,1.83565247,461
9,-0.2223131,-0.328332663,1.6499753,461
10,-0.369172364,-0.424812376,1.54926443,461
11,-0.4440365,-0.423800975,1.51210916,461
12,-0.055007942,-0.591667235,1.97607231,461
13,-0.1040055,-0.7072651,1.7255398,461
14,-0.06661587,-0.954843,1.78375566,461
15,-0.09884481,-1.01141632,1.68656909,461
16,0.05320759,-0.560002,1.91803193,461
17,-0.0289066322,-0.708444238,1.699631,461
18,0.03472044,-0.940379858,1.74545622,461
19,0.0005369261,-1.00698245,1.72751868,461
20,-0.195345849,-0.142189488,1.90004015,461
21,-0.218655959,-0.7153907,1.89811122,461
22,-0.207699984,-0.7002069,1.91941679,461
23,-0.4927702,-0.44814676,1.47161245,461
24,-0.421859682,-0.4482936,1.4914192,461
0,0.02458614,-0.615957856,1.9931258,462
1,-0.06936485,-0.361979,1.949718,462
2,-0.161207572,-0.109760366,1.8955245,462
3,-0.220127985,-0.0180314556,1.923517,462
4,-0.231076017,-0.246560484,2.02619219,462
5,-0.182013482,-0.497526348,2.04936647,462
6,-0.193414837,-0.7070287,1.97055078,462
7,-0.198784634,-0.741006851,1.95881367,462
8,-0.062121924,-0.190186888,1.84449494,462
9,-0.162414625,-0.328472376,1.65931869,462
10,-0.3143611,-0.3879815,1.53740859,462
11,-0.394135565,-0.396291167,1.4754616,462
12,-0.0226380173,-0.62292546,1.99457777,462
13,-0.09805704,-0.7033284,1.73505056,462
14,-0.06643026,-0.964800835,1.77507973,462
15,-0.021085158,-1.02594543,1.73556185,462
16,0.07002058,-0.58974725,1.927993,462
17,-0.0298914388,-0.7057226,1.69480336,462
18,0.0221074875,-0.929892361,1.72673523,462
19,-0.00252345949,-0.99509877,1.72799575,462
20,-0.139784887,-0.172499567,1.911382,462
21,-0.1921757,-0.7775833,1.95067191,462
22,-0.1723631,-0.7568586,1.97425008,462
23,-0.4394893,-0.411865383,1.45150781,462
24,-0.369324148,-0.418618143,1.44310892,462
0,-0.038117826,-0.430289119,1.91112483,463
1,-0.029366767,-0.163914055,1.98196363,463
2,-0.0190668441,0.09580897,2.03842473,463
3,0.00215225318,0.2176064,2.06256747,463
4,-0.167984828,-0.0275153667,2.041988,463
5,-0.225598842,-0.259976685,1.98762989,463
6,-0.263207734,-0.41823554,1.87862587,463
7,-0.258197933,-0.4400311,1.83575606,463
8,0.08572055,-0.00679184031,1.93593,463
9,0.188037708,-0.182646632,1.75896049,463
10,0.07043405,-0.160236061,1.593455,463
11,0.0302284062,-0.150295,1.5352639,463
12,-0.0968751162,-0.426588237,1.88584,463
13,-0.0701975748,-0.7068843,1.83522034,463
14,-0.06354327,-0.9481015,1.82752931,463
15,-0.100905284,-0.9785235,1.71250463,463
16,0.0214308761,-0.4190556,1.87103283,463
17,0.04378116,-0.6943189,1.80821478,463
18,0.0601152927,-0.943123758,1.79425514,463
19,0.0495247319,-1.0086385,1.72874784,463
20,-0.0218799356,0.0318142474,2.02639675,463
21,-0.258860379,-0.497350663,1.79277623,463
22,-0.2843329,-0.435525,1.84304142,463
23,0.009520134,-0.144618154,1.50860763,463
24,-0.0200589355,-0.129228249,1.57556832,463
0,0.009333144,-0.432575673,1.88712907,464
1,0.0126364529,-0.16666925,1.96215427,464
2,0.01627033,0.09140013,2.0243032,464
3,0.0430628136,0.216167659,2.04955935,464
4,-0.129749238,-0.0205119979,2.00215554,464
5,-0.182689413,-0.2528133,1.95205975,464
6,-0.206668392,-0.4132977,1.8420974,464
7,-0.195708022,-0.445182085,1.80653584,464
8,0.137258932,-0.0193505082,1.94176686,464
9,0.1633614,-0.215724,1.83362293,464
10,0.185174644,-0.210794851,1.63449466,464
11,0.110945024,-0.170779839,1.56785631,464
12,-0.0546596572,-0.4265063,1.855713,464
13,-0.05280765,-0.710697,1.81543291,464
14,-0.05228116,-0.953749061,1.82187641,464
15,-0.0370641239,-1.01909268,1.75743246,464
16,0.07307452,-0.423873156,1.85403991,464
17,0.0927409753,-0.7010843,1.80568147,464
18,0.1053654,-0.951870263,1.80289865,464
19,0.09496719,-1.01236808,1.72794688,464
20,0.015352577,0.0278410185,2.01097226,464
21,-0.1878357,-0.5038342,1.76269615,464
22,-0.220104933,-0.467592418,1.79613364,464
23,0.100754239,-0.164785013,1.54203284,464
24,0.06666113,-0.149960816,1.60166669,464
0,0.03381422,-0.436765254,1.88196671,465
1,0.0415352173,-0.171426341,1.95670366,465
2,0.0489467569,0.08616897,2.01837063,465
3,0.08548702,0.210849792,2.042346,465
4,-0.09142912,-0.01985625,1.99211764,465
5,-0.1704596,-0.248594031,1.96397519,465
6,-0.2049651,-0.412518829,1.86292,465
7,-0.198794276,-0.444081575,1.83256447,465
8,0.175533131,-0.03225917,1.9451623,465
9,0.239334285,-0.215444267,1.84534335,465
10,0.167621657,-0.203867525,1.59234393,465
11,0.165334046,-0.200083867,1.57678854,465
12,-0.03262596,-0.4284678,1.85054231,465
13,-0.04490391,-0.7178751,1.80881727,465
14,-0.0467766449,-0.962517,1.81953561,465
15,-0.0350699276,-1.03047347,1.76057982,465
16,0.0992235,-0.430247456,1.849141,465
17,0.110017024,-0.696452439,1.80393922,465
18,0.117229894,-0.9437087,1.79960644,465
19,0.10900674,-1.00947607,1.73386836,465
20,0.0471505858,0.0227214,2.00517917,465
21,-0.19690831,-0.507545531,1.79471421,465
22,-0.223296851,-0.444766551,1.83382356,465
23,0.160683811,-0.191066474,1.55516791,465
24,0.146819487,-0.1726217,1.5802778,465
0,0.0609192438,-0.441458821,1.88542712,466
1,0.07206358,-0.176190972,1.960377,466
2,0.0828655362,0.08143976,2.02259684,466
3,0.119587839,0.204357266,2.04717636,466
4,-0.0582343079,-0.0228463653,1.98898244,466
5,-0.1385074,-0.244077861,1.96164393,466
6,-0.171740711,-0.4070594,1.85832226,466
7,-0.166269168,-0.442423165,1.83194435,466
8,0.210545674,-0.03998406,1.95667326,466
9,0.0785099044,-0.210480392,1.80351126,466
