"jointType","x","y","z","time"
15,-0.114984013,-1.06239057,1.84131467,207
16,0.05040443,-0.4899069,2.08321476,207
17,0.07466212,-0.790241659,2.02996063,207
18,0.0856580138,-1.08512235,2.04811454,207
19,0.0886414647,-1.126501,1.95086122,207
20,-0.0365009122,-0.02553785,2.22860217,207
21,-0.22904171,-0.5590539,1.95294559,207
22,-0.198522657,-0.503291845,1.95185685,207
23,0.2472449,-0.5696608,1.9801,207
24,0.190024614,-0.5314354,1.99124992,207
0,0.034607023,-0.494936883,2.12081432,208
1,0.0586694032,-0.228054881,2.19381857,208
2,0.0829683244,0.0324095152,2.253646,208
3,0.117389962,0.1536821,2.28426433,208
4,-0.054229185,-0.06896331,2.1968174,208
5,-0.14355801,-0.295275778,2.16737461,208
6,-0.183042452,-0.459427327,2.05131125,208
7,-0.173358172,-0.489455849,2.037941,208
8,0.214550316,-0.119060785,2.22292423,208
9,0.250351459,-0.3398554,2.19702077,208
10,0.297492623,-0.5152987,2.10583782,208
11,0.30351612,-0.554738343,2.059732,208
12,-0.0302142743,-0.476443082,2.08334184,208
13,-0.08021293,-0.753812551,1.98704028,208
14,-0.116083965,-1.04785156,1.98828185,208
15,-0.108595058,-1.08231747,1.86755943,208
16,0.09804045,-0.4983362,2.09486961,208
17,0.100284018,-0.7785927,2.04145575,208
18,0.08970248,-1.06986177,2.0452435,208
19,0.101657145,-1.104485,1.92526817,208
20,0.07696171,-0.0319155753,2.24096727,208
21,-0.174228519,-0.5424842,2.01807714,208
22,-0.1449526,-0.477068573,2.01288247,208
23,0.3208706,-0.6079589,2.02024746,208
24,0.268962324,-0.5571676,2.032867,208
0,-0.07274717,-0.487836331,2.13555574,209
1,-0.06514981,-0.200902015,2.204984,209
2,-0.0575252362,0.0791670457,2.26074457,209
3,-0.07572534,0.186783209,2.32581449,209
4,-0.19210881,-0.06603107,2.30100369,209
5,-0.242906,-0.328463078,2.23571539,209
6,-0.2750033,-0.502995253,2.13539028,209
7,-0.2801394,-0.546118259,2.114373,209
8,-0.0108558387,-0.0267478824,2.14668822,209
9,-0.222847909,0.01134,2.06249213,209
10,-0.387683928,0.0284611359,2.16124964,209
11,-0.389813066,-0.0006121284,2.228067,209
12,-0.124745257,-0.4919019,2.132159,209
13,-0.127115443,-0.7943228,2.05628514,209
14,-0.121494614,-1.090478,2.068541,209
15,-0.106351815,-1.15148592,1.99572635,209
16,-0.0223487448,-0.467128068,2.071223,209
17,0.0363507681,-0.7781111,2.0307,209
18,0.0679831654,-1.06421447,2.04084349,209
19,0.007557079,-1.10479081,1.9461931,209
20,-0.05945593,0.01004036,2.24908829,209
21,-0.281958848,-0.6075392,2.08203983,209
22,-0.258114576,-0.540381,2.078389,209
23,-0.453946054,0.00209655077,2.29249716,209
24,-0.374975652,-0.0335030369,2.23777771,209
0,-0.197710171,-0.464617819,2.158776,210
1,-0.168363765,-0.161936209,2.21525168,210
2,-0.1405117,0.133277923,2.257502,210
3,-0.132656991,0.227919132,2.35995364,210
4,-0.325788319,-0.07177909,2.45906186,210
5,-0.336395174,-0.283611119,2.33988523,210
6,-0.346081316,-0.478582829,2.236235,210
7,-0.35340476,-0.552770436,2.171895,210
8,-0.121896744,-0.007647714,2.14680529,210
9,-0.314540356,0.1313655,2.07710433,210
10,-0.5250461,0.227766469,2.16920447,210
11,-0.5604444,0.249582171,2.2009244,210
12,-0.227969572,-0.471153021,2.15359068,210
13,-0.237540126,-0.732156157,2.14221621,210
14,-0.1719846,-0.9309681,2.04965162,210
15,-0.2344661,-0.9550858,1.947112,210
16,-0.161779076,-0.443822235,2.099406,210
17,-0.1314319,-0.703977942,1.91340375,210
18,-0.113481835,-0.977203131,1.87443364,210
19,-0.190707892,-1.00349641,1.79067278,210
20,-0.147414163,0.0604588,2.24924922,210
21,-0.3546899,-0.617983043,2.14035273,210
22,-0.337756455,-0.5418028,2.129214,210
23,-0.602440834,0.23199828,2.25035262,210
24,-0.5640231,0.1917435,2.23800015,210
0,-0.2622328,-0.486105949,2.18334246,211
1,-0.237232387,-0.217614859,2.19427466,211
2,-0.21589084,0.0590830073,2.19989824,211
3,-0.218020782,0.169268161,2.24705243,211
4,-0.381158948,-0.0880651549,2.39955759,211
5,-0.3896041,-0.3119191,2.309314,211
6,-0.399982363,-0.5235465,2.21815014,211
7,-0.396895528,-0.5610529,2.18439,211
8,-0.164052948,-0.05810609,2.09125733,211
9,-0.318951637,-0.1913649,1.95171976,211
10,-0.49513343,-0.235034347,1.85964394,211
11,-0.559368968,-0.229583353,1.84658325,211
12,-0.2941549,-0.487390578,2.21098614,211
13,-0.183846727,-0.8031198,2.12195683,211
14,-0.165013745,-1.02475119,2.08794713,211
15,-0.237694785,-1.05325544,1.99959326,211
16,-0.227654755,-0.462328851,2.10328555,211
17,-0.193556666,-0.7814803,2.00255847,211
18,-0.179908872,-1.06682372,2.02468681,211
19,-0.238664329,-1.09011078,1.94416618,211
20,-0.220495567,-0.008728876,2.200847,211
21,-0.3892943,-0.6209666,2.168117,211
22,-0.3780627,-0.538277,2.15396166,211
23,-0.6180787,-0.243859187,1.87319088,211
24,-0.6254107,-0.236936539,1.88000011,211
0,-0.2594901,-0.5453079,2.28409,212
1,-0.23505424,-0.2778847,2.21806431,212
2,-0.208207667,-0.0157465935,2.14085484,212
3,-0.211214051,0.109823488,2.131056,212
4,-0.344846755,-0.08641177,2.28693557,212
5,-0.346834183,-0.2680326,2.35487223,212
6,-0.385231167,-0.5234836,2.29542446,212
7,-0.394595236,-0.5540203,2.29064655,212
8,-0.151108369,-0.14649725,2.07768559,212
9,-0.215443715,-0.379378617,2.04148936,212
10,-0.2844591,-0.5649935,2.020913,212
11,-0.307218939,-0.606581032,2.012912,212
12,-0.303302467,-0.529177666,2.27767229,212
13,-0.313856155,-0.790019631,2.408894,212
14,-0.208001256,-1.00507522,2.20961761,212
15,-0.140731364,-1.09325385,2.17453861,212
16,-0.207997292,-0.5467554,2.22712326,212
17,-0.181445062,-0.8157412,2.062912,212
18,-0.173208967,-1.08428884,2.04629636,212
19,-0.238895118,-1.10357475,1.96725678,212
20,-0.215521425,-0.0805478841,2.1626668,212
21,-0.4214367,-0.603175759,2.30958366,212
22,-0.3846259,-0.573300242,2.2554543,212
23,-0.3361677,-0.6676388,2.00446248,212
24,-0.3517821,-0.5894482,2.03652167,212
0,-0.122835934,-0.487354368,2.17253065,213
1,-0.125528038,-0.226754948,2.24020934,213
2,-0.12509492,0.0268996116,2.29222226,213
3,-0.1137517,0.150104687,2.33563781,213
4,-0.262411416,-0.09210903,2.275097,213
5,-0.300944775,-0.317244232,2.218435,213
6,-0.33114776,-0.4859635,2.10702324,213
7,-0.3148246,-0.521783769,2.069532,213
8,0.036190208,-0.07146471,2.225343,213
9,0.221426651,-0.08220924,2.116625,213
10,0.258112371,0.07840627,1.99208784,213
11,0.258869618,0.116285346,1.98329973,213
12,-0.185423777,-0.484164357,2.15247655,213
13,-0.11981374,-0.735317647,1.99811041,213
14,-0.155739352,-1.00170207,1.90740836,213
15,-0.17678839,-1.00165677,1.77780092,213
16,-0.0550386161,-0.476103574,2.12822318,213
17,-0.114736654,-0.783721447,1.96698487,213
18,-0.1049346,-1.08859587,2.02167821,213
19,-0.140965387,-1.02678251,1.88856733,213
20,-0.125983149,-0.03564494,2.28170586,213
21,-0.3082773,-0.5932212,2.0408864,213
22,-0.2840245,-0.524016261,2.03978276,213
23,0.263229817,0.170516476,1.94688237,213
24,0.22407952,0.14306277,1.99941683,213
0,0.124352545,-0.47800535,2.10262084,214
1,0.131193325,-0.207925662,2.16715956,214
2,0.138851359,0.0555737279,2.21736026,214
3,0.158408031,0.175954521,2.252294,214
4,0.002415155,-0.059930604,2.19328213,214
5,-0.0591229871,-0.286600232,2.157119,214
6,-0.110378943,-0.4493204,2.04368067,214
7,-0.108610906,-0.476605564,2.01394677,214
8,0.302961141,-0.04759552,2.153479,214
9,0.495287865,-0.0198866427,2.092407,214
10,0.553899169,0.150293276,1.995178,214
11,0.565973341,0.202759832,1.98544693,214
12,0.06001353,-0.470716268,2.07837677,214
13,0.0888563842,-0.76466614,1.99793243,214
14,0.09179248,-1.05210733,1.992973,214
15,0.14314,-1.10526383,1.94221115,214
16,0.184921339,-0.4706067,2.06208873,214
17,0.147266284,-0.7852011,2.0078764,214
18,0.16740489,-1.05158126,1.99637258,214
19,0.132376373,-1.11452317,1.93993354,214
20,0.136853427,-0.00949686952,2.20721173,214
21,-0.11313244,-0.544774532,1.97443426,214
22,-0.08203096,-0.4860891,1.9776876,214
23,0.5802056,0.2626646,1.95980251,214
24,0.520302653,0.213404626,1.95395839,214
0,0.178205565,-0.468635917,2.07185841,215
1,0.180889845,-0.199757963,2.136994,215
2,0.1828978,0.0623028465,2.188981,215
3,0.19573912,0.181743026,2.22576451,215
4,0.04996875,-0.06067642,2.16167736,215
5,-0.01077206,-0.281815946,2.131419,215
6,-0.0719228461,-0.448129654,2.02955484,215
7,-0.06777981,-0.4807231,1.99444437,215
8,0.350311458,-0.02308831,2.13788056,215
9,0.547521532,0.0611195527,2.115262,215
10,0.6407614,0.231740251,2.062369,215
11,0.660770237,0.27660206,2.05268359,215
12,0.112933114,-0.463582367,2.046545,215
13,0.144454345,-0.776764154,1.9861275,215
14,0.103280813,-1.05332184,1.99056756,215
15,0.148737118,-1.10833716,1.93364489,215
16,0.237947091,-0.4590614,2.03248072,215
17,0.179262727,-0.765430152,1.98492539,215
18,0.1815044,-1.04326427,1.99338949,215
19,0.149475679,-1.10733318,1.93626332,215
20,0.182542458,-0.00236810371,2.17823339,215
21,-0.07425412,-0.5491878,1.95685017,215
22,-0.04476847,-0.490327,1.95498943,215
23,0.685721338,0.3323657,2.03967333,215
24,0.6229628,0.2976972,2.01850033,215
0,0.09811925,-0.468065321,2.07638383,216
1,0.0968437,-0.199927568,2.13964367,216
2,0.09479118,0.0612321,2.1902864,216
3,0.106107958,0.1820097,2.22714233,216
4,-0.040559072,-0.06526817,2.166737,216
5,-0.09652956,-0.285720617,2.136533,216
6,-0.158223316,-0.449895948,2.03153348,216
7,-0.163277134,-0.501701,1.99470282,216
8,0.257424951,-0.0244673286,2.13692832,216
9,0.4638225,0.0446363278,2.10680652,216
10,0.5713484,0.205157161,2.04801083,216
11,0.5754037,0.255549848,2.04492354,216
12,0.0325691551,-0.463080883,2.0522995,216
13,0.0123692285,-0.774708867,2.00421572,216
14,-0.00365883647,-1.06076276,2.01669621,216
15,-0.0224689413,-1.09656155,1.89842081,216
16,0.1604784,-0.458465338,2.0356648,216
17,0.171156332,-0.7653425,1.99807477,216
18,0.175834492,-1.03940177,2.00547719,216
19,0.167106539,-1.1012032,1.931957,216
20,0.0954063162,-0.00320136,2.17984033,216
21,-0.1712391,-0.556523144,1.963454,216
22,-0.141231671,-0.5048443,1.95727289,216
23,0.603243232,0.310619026,2.03137159,216
24,0.536892354,0.2738561,2.01246667,216
0,0.0123079065,-0.5011018,2.140859,217
1,0.00127766293,-0.227127492,2.17195082,217
2,-0.0119405882,0.0395769626,2.18666244,217
3,-0.01910714,0.1691854,2.20807743,217
4,-0.145404518,-0.09822147,2.281249,217
5,-0.164155856,-0.320369273,2.28608823,217
6,-0.191869736,-0.564528,2.2480278,217
7,-0.202330619,-0.5956309,2.21347213,217
8,0.06221724,-0.0737883,2.08499336,217
9,-0.03571133,-0.27030158,1.95788693,217
10,-0.179915965,-0.384181917,1.86899412,217
11,-0.239748925,-0.410389483,1.86829317,217
12,-0.0346303061,-0.5049158,2.14027715,217
13,-0.0219307337,-0.803784549,2.05742741,217
14,-0.0149650052,-1.05781579,2.04648018,217
15,-0.08051519,-1.08770025,1.94955182,217
16,0.0572273359,-0.482714385,2.07734036,217
17,0.1288673,-0.7840802,2.0130434,217
18,0.160552427,-1.03117347,2.004324,217
19,0.09763903,-1.066917,1.90670025,217
20,-0.008726737,-0.0263164919,2.18559933,217
21,-0.19714649,-0.6406264,2.21694636,217
22,-0.187526032,-0.561804831,2.17773652,217
23,-0.286233246,-0.440968275,1.88130724,217
24,-0.253362447,-0.376576722,1.88494456,217
0,0.0667255744,-0.4492148,2.05234027,218
1,0.042706795,-0.187657014,2.11602283,218
2,0.0193790533,0.06701242,2.166514,218
3,0.0176548753,0.182896,2.20506668,218
4,-0.112571016,-0.077092126,2.13772583,218
5,-0.14875634,-0.291068763,2.10142374,218
6,-0.187191367,-0.4654253,2.00271726,218
7,-0.184103116,-0.5062079,1.96010482,218
8,0.161888286,0.03073572,2.14129686,218
9,0.3125255,0.213372424,2.1936636,218
10,0.39979285,0.3838212,2.235166,218
11,0.420455277,0.437586218,2.25950861,218
12,0.00599470548,-0.4533367,2.02604675,218
13,-0.0076309233,-0.7621715,1.99433231,218
14,-0.0137298908,-1.05401814,2.01384854,218
15,-0.00178770814,-1.12266362,1.957085,218
16,0.126223356,-0.4304026,2.01178312,218
17,0.144857571,-0.733262956,1.9638865,218
18,0.167753488,-1.03444064,1.9797982,218
19,0.165630922,-1.09827852,1.90972877,218
20,0.0251376573,0.004213394,2.15613365,218
21,-0.183758736,-0.5728166,1.92183149,218
22,-0.154466629,-0.516929746,1.94690919,218
23,0.443805158,0.498741418,2.28583479,218
24,0.393830776,0.4618661,2.23,218
0,0.202735975,-0.435128838,2.04552317,219
1,0.227359027,-0.168906137,2.099991,219
2,0.2508291,0.09017955,2.1412127,219
3,0.268079847,0.205872461,2.16973948,219
4,0.105622679,-0.0297096055,2.102196,219
5,0.0298595633,-0.241999,2.06743217,219
6,-0.0406280421,-0.4062885,1.968087,219
7,-0.03915196,-0.433229983,1.94281614,219
8,0.408468843,0.0224956982,2.15146422,219
9,0.576721549,0.147401422,2.2049458,219
10,0.705763161,0.287623584,2.246748,219
11,0.7468183,0.338468552,2.25579262,219
12,0.139278054,-0.422790676,2.01773858,219
13,0.06088994,-0.7285221,1.94513726,219
14,0.000267092255,-1.01344335,1.97527134,219
15,-0.006339058,-1.05777,1.860225,219
16,0.259853661,-0.4335291,2.00868154,219
17,0.235150412,-0.7370431,1.98207319,219
18,0.206379622,-1.01754248,1.993743,219
19,0.198899657,-1.08386707,1.92831373,219
20,0.245224312,0.0263040438,2.13315439,219
21,-0.0474859662,-0.499220461,1.90561306,219
22,-0.0147959124,-0.442613333,1.90362525,219
23,0.79945296,0.378333241,2.28590846,219
24,0.7383977,0.3739657,2.222154,219
0,0.07705949,-0.455655456,2.09517,220
1,0.08705417,-0.187553465,2.14697671,220
2,0.09619631,0.07372005,2.185934,220
3,0.09815565,0.190494016,2.21961617,220
4,-0.0379926749,-0.0578990467,2.18257523,220
5,-0.09702084,-0.2835865,2.18255,220
6,-0.1723308,-0.456120729,2.106978,220
7,-0.1862547,-0.5029755,2.08922315,220
8,0.2468544,0.00518168369,2.13143277,220
9,0.410106838,0.154556721,2.06760478,220
10,0.520963848,0.312052459,2.00775838,220
11,0.543321431,0.3580926,1.99871564,220
12,0.0138681,-0.4536096,2.07914877,220
13,-0.05925608,-0.765129864,2.03235984,220
14,-0.106659748,-1.06237328,2.05899787,220
15,-0.141309232,-1.09668374,1.94508648,220
16,0.137869954,-0.443575174,2.04624844,220
17,0.165245876,-0.7234661,1.99032807,220
18,0.171351433,-1.02185285,1.9837712,220
19,0.147115827,-1.05096936,1.86247134,220
20,0.09403913,0.009260406,2.17841935,220
21,-0.193042248,-0.5668495,2.06396031,220
22,-0.173016161,-0.496146768,2.050042,220
23,0.5745902,0.4064618,1.981399,220
24,0.50112164,0.37872833,1.97244418,220
0,-0.1332603,-0.493466467,2.18277335,221
1,-0.158807442,-0.223217562,2.22573185,221
2,-0.183927342,0.03997094,2.25634384,221
3,-0.204418927,0.158182532,2.2855525,221
4,-0.3372629,-0.104988687,2.375887,221
5,-0.329699934,-0.374074072,2.32320857,221
6,-0.3574801,-0.5668576,2.2743876,221
7,-0.3639305,-0.5848337,2.24999261,221
8,-0.09348762,-0.061936833,2.14841819,221
9,-0.09502376,-0.247645423,1.96886277,221
10,-0.147704616,-0.3787971,1.81788933,221
11,-0.157527372,-0.411124349,1.77615774,221
12,-0.169459835,-0.5073767,2.18976045,221
13,-0.166181773,-0.8039947,2.10494137,221
14,-0.13437365,-1.08107734,2.09273767,221
15,-0.193966776,-1.11493182,1.99453807,221
16,-0.0938895047,-0.4656502,2.1117487,221
17,0.0400513932,-0.7402712,2.0111146,221
18,0.121656321,-0.994520664,1.95795488,221
19,0.06991568,-1.02702034,1.85003173,221
20,-0.17774874,-0.025017919,2.25093913,221
21,-0.36142996,-0.6452653,2.23911381,221
22,-0.3379824,-0.57829833,2.29657149,221
23,-0.1630715,-0.442990333,1.73467159,221
24,-0.21401225,-0.4058088,1.79475009,221
0,-0.1497516,-0.496180058,2.176517,222
1,-0.175413221,-0.228810713,2.22191787,222
2,-0.200152308,0.03250647,2.25550556,222
3,-0.208476409,0.157430664,2.28451943,222
4,-0.360404938,-0.102409706,2.409412,222
5,-0.360170722,-0.345637828,2.3587203,222
6,-0.369743317,-0.5198024,2.25276256,222
7,-0.3818422,-0.5782425,2.21986413,222
8,-0.09786468,-0.074644424,2.155189,222
9,-0.102821924,-0.264304221,2.0494628,222
10,-0.236835852,-0.469380021,1.999657,222
11,-0.264895171,-0.493222773,1.99692309,222
12,-0.187490046,-0.5086925,2.177218,222
13,-0.173628554,-0.811793864,2.10646462,222
14,-0.134178609,-1.08912933,2.09256458,222
15,-0.193159729,-1.12393618,1.99460828,222
16,-0.107981652,-0.46878314,2.11066461,222
17,0.0243214145,-0.740323842,2.0129106,222
18,0.103878558,-1.00165427,1.9599061,222
19,0.0507049449,-1.03408182,1.85311234,222
20,-0.1942151,-0.03203561,2.249174,222
21,-0.38460356,-0.6429578,2.21951747,222
22,-0.362229466,-0.627197266,2.249,222
23,-0.29908222,-0.5338837,2.00315261,222
24,-0.2307145,-0.496373236,2.02972722,222
0,-0.154866233,-0.597381,2.19617987,223
1,-0.210192576,-0.332843959,2.207398,223
2,-0.263707846,-0.07411566,2.2065506,223
3,-0.300428271,0.03151194,2.232679,223
4,-0.3847809,-0.218686417,2.384942,223
5,-0.348339975,-0.4869233,2.382116,223
6,-0.329479367,-0.7381212,2.27697515,223
7,-0.3253338,-0.754522,2.27412724,223
8,-0.176981613,-0.1978317,2.103595,223
9,-0.219721,-0.4070083,2.010418,223
10,-0.306157738,-0.577702,1.94775653,223
11,-0.3477253,-0.629297733,1.923512,223
12,-0.18371287,-0.613495946,2.22460246,223
13,-0.2067958,-0.813692868,2.00440168,223
14,-0.1510197,-1.07758665,2.04554057,223
15,-0.215540811,-1.1288482,1.97078526,223
16,-0.122709177,-0.566019,2.104151,223
17,0.0494917855,-0.7844842,1.990588,223
18,0.177817628,-1.03668153,1.98902047,223
19,0.126356468,-1.09502816,1.90372586,223
20,-0.2506852,-0.138103947,2.20898223,223
21,-0.3143387,-0.773462057,2.270909,223
22,-0.328615516,-0.7387377,2.22800016,223
23,-0.385042429,-0.6799823,1.92495537,223
24,-0.376743525,-0.601704538,1.96433342,223
0,0.0785146356,-0.5289844,2.20243835,224
1,0.08212414,-0.2642203,2.254942,224
2,0.08676352,-0.0053632143,2.29472375,224
3,0.113623045,0.114481255,2.33061957,224
4,-0.05876464,-0.11089503,2.28617024,224
5,-0.136314,-0.329427034,2.27238178,224
6,-0.229568779,-0.480249316,2.171671,224
7,-0.231636345,-0.521521866,2.11800337,224
8,0.2518594,-0.108640008,2.24475813,224
9,0.446603715,-0.14469853,2.20441079,224
10,0.62301743,-0.120821029,2.10581231,224
11,0.6695617,-0.102500618,2.085208,224
12,0.0118333222,-0.5207524,2.173712,224
13,-0.07444243,-0.771368861,2.05053663,224
14,-0.111871071,-1.071845,2.05939841,224
15,-0.132910058,-1.10304868,1.93941689,224
16,0.142934591,-0.5217518,2.16657376,224
17,0.233313337,-0.7765512,2.07118773,224
18,0.30257225,-1.0656991,2.11822534,224
19,0.30817768,-1.11845362,2.00976157,224
20,0.08555309,-0.0693407059,2.28707552,224
21,-0.251663625,-0.5812536,2.09338474,224
22,-0.215839475,-0.5127942,2.0910666,224
23,0.7313694,-0.08226043,2.040735,224
24,0.6600788,-0.0886381641,2.02400017,224
0,0.285711437,-0.509660959,2.20880818,225
1,0.3311691,-0.242981091,2.25750184,225
2,0.373394221,0.0181963928,2.292791,225
3,0.4172717,0.1362302,2.31795835,225
4,0.2110112,-0.089974165,2.26018381,225
5,0.0459413,-0.316816449,2.29932976,225
6,-0.005146276,-0.45749107,2.14321518,225
7,-0.0119686592,-0.46928972,2.12022066,225
8,0.497891217,-0.109088339,2.25741816,225
9,0.692386031,-0.175826445,2.21273112,225
10,0.8839323,-0.19973287,2.127367,225
11,0.9257779,-0.194942683,2.095682,225
12,0.216887817,-0.4953924,2.18844962,225
13,0.0679796562,-0.7889008,2.08385444,225
14,-0.0211119615,-1.057545,2.08672571,225
15,-0.04339302,-1.104146,2.0185492,225
16,0.346255243,-0.509088933,2.16598487,225
17,0.359771371,-0.796054959,2.088206,225
18,0.359470785,-1.11842108,2.14843917,225
19,0.356241435,-1.16212058,2.05222631,225
20,0.363326669,-0.0463370867,2.286342,225
21,-0.0276531912,-0.5141937,2.10769582,225
22,-0.003996854,-0.446237147,2.09517431,225
23,0.975501537,-0.195121244,2.065222,225
24,0.90613693,-0.188857555,2.04533339,225
0,0.2196793,-0.5079636,2.25019741,226
1,0.2735222,-0.242810518,2.290548,226
2,0.3240498,0.0164808612,2.31953359,226
3,0.3485772,0.140876174,2.367089,226
4,0.166972741,-0.08153531,2.29448652,226
5,0.0183384717,-0.327314258,2.31146836,226
6,-0.07782877,-0.457520127,2.16497326,226
7,-0.06597148,-0.458922356,2.17297673,226
8,0.446980983,-0.108685158,2.28699636,226
9,0.582091331,-0.228789151,2.16240358,226
10,0.7273109,-0.282980472,2.009986,226
11,0.7586084,-0.282340348,1.978129,226
12,0.152961239,-0.492867857,2.229907,226
13,0.02788663,-0.774736762,2.12460113,226
14,-0.0520544648,-1.07816982,2.10967684,226
15,-0.06483919,-1.09531319,1.999898,226
16,0.28013885,-0.5087825,2.20705,226
17,0.3218618,-0.809947968,2.13726068,226
18,0.351656735,-1.10414,2.15114975,226
19,0.353651941,-1.13142359,2.04546237,226
20,0.311886132,-0.04761488,2.31436372,226
21,-0.08352871,-0.5210239,2.15295148,226
22,-0.08696982,-0.487638146,2.148625,226
23,0.797788,-0.287722319,1.92561686,226
24,0.7319097,-0.2540918,1.934,226
0,-0.011466858,-0.5429114,2.27458787,227
1,-0.0441503227,-0.2700959,2.308842,227
2,-0.07847718,-0.00356050185,2.328944,227
3,-0.105954908,0.110182345,2.35876751,227
4,-0.207348987,-0.177773863,2.422003,227
5,-0.185534447,-0.459987521,2.35581779,227
6,-0.267864853,-0.6487885,2.303655,227
7,-0.246597409,-0.6608144,2.298371,227
8,-0.01485635,-0.1187622,2.21077275,227
9,-0.07037922,-0.252018571,2.01701355,227
10,-0.174850628,-0.351445228,1.8522023,227
11,-0.206719562,-0.365213722,1.81798589,227
12,-0.05059392,-0.555885553,2.287554,227
13,-0.08737339,-0.8136201,2.138428,227
14,-0.06520079,-1.13097119,2.15901947,227
15,-0.1245254,-1.1623385,2.080037,227
16,0.0275163557,-0.5157846,2.199388,227
17,0.217540756,-0.7966854,2.10321331,227
18,0.3493493,-1.06782234,2.094167,227
19,0.3084368,-1.11355686,2.0076766,227
20,-0.0698339939,-0.0695503056,2.326313,227
21,-0.252290428,-0.705741346,2.368118,227
22,-0.275731325,-0.6759305,2.33883333,227
23,-0.229681075,-0.3875062,1.785824,227
24,-0.253604382,-0.346086,1.84920013,227
0,-0.06467144,-0.582572758,2.25710464,228
1,-0.118107975,-0.307593852,2.28083444,228
2,-0.171507716,-0.0395118,2.290493,228
3,-0.214059725,0.0599572062,2.323462,228
4,-0.270761579,-0.216459826,2.39326358,228
5,-0.238422632,-0.496479928,2.321563,228
6,-0.22600165,-0.76585,2.2582922,228
7,-0.186793372,-0.8095662,2.28094316,228
8,-0.100466676,-0.171377823,2.19040823,228
9,-0.2029605,-0.37704885,2.120183,228
10,-0.347361416,-0.524601,2.14869261,228
11,-0.358555615,-0.528867662,2.15284824,228
12,-0.09754637,-0.5967107,2.27932715,228
13,-0.110587269,-0.797777951,2.08946967,228
14,-0.06151295,-1.15129673,2.15757728,228
15,-0.118931711,-1.19121075,2.08637333,228
16,-0.0315136537,-0.5526546,2.16977453,228
17,0.17156215,-0.7430641,2.0778327,228
18,0.347970515,-1.05735612,2.083789,228
19,0.373979151,-1.1063273,2.02367878,228
20,-0.1581484,-0.10603185,2.29021883,228
21,-0.189731091,-0.808618844,2.27828741,228
22,-0.1940434,-0.8034241,2.27197,228
23,-0.4105867,-0.568145037,2.17581034,228
24,-0.358777165,-0.492478251,2.17127275,228
0,-0.0331786275,-0.6650528,2.24657869,229
1,-0.104590684,-0.39247182,2.26339984,229
2,-0.173250854,-0.127401248,2.26819181,229
3,-0.219349414,-0.03320576,2.29994464,229
4,-0.260291338,-0.259095818,2.39130545,229
5,-0.218065962,-0.5402008,2.33500576,229
6,-0.200160831,-0.812046766,2.2797296,229
7,-0.17184186,-0.8376697,2.24859262,229
8,-0.100444637,-0.2522298,2.17552042,229
9,-0.198267922,-0.4692085,2.11363459,229
10,-0.327566773,-0.634520531,2.10541749,229
11,-0.376086652,-0.6696294,2.09340739,229
12,-0.06879943,-0.679004848,2.285478,229
13,-0.100566037,-0.857486,2.069145,229
14,-0.061065957,-1.18137121,2.162879,229
15,-0.0433492735,-1.240902,2.12329078,229
16,0.002575864,-0.6332402,2.14632964,229
17,0.16211693,-0.811091363,2.02302313,229
18,0.3071805,-1.0793643,2.07870817,229
19,0.2646925,-1.13891971,2.01354,229
20,-0.156462029,-0.192831144,2.269366,229
21,-0.170503765,-0.8402829,2.23121667,229
22,-0.170134157,-0.830316663,2.22626162,229
23,-0.416930348,-0.7088123,2.11148286,229
24,-0.40311116,-0.6469558,2.11820722,229
0,-0.0650160238,-0.7917919,2.27961588,230
1,-0.155844361,-0.5450739,2.228268,230
2,-0.245633736,-0.303198457,2.159764,230
3,-0.3142521,-0.225477844,2.19718313,230
4,-0.349551678,-0.4795436,2.39620376,230
5,-0.409042776,-0.6183711,2.18460083,230
6,-0.454973936,-0.7459945,1.97706008,230
7,-0.476205438,-0.795916259,1.90863836,230
8,-0.128874362,-0.405225426,2.11926818,230
9,-0.2878734,-0.5891929,1.99803925,230
10,-0.4511893,-0.7137142,1.94597077,230
11,-0.456617147,-0.776373,1.9195087,230
12,-0.107385986,-0.7984266,2.25883937,230
13,-0.226132929,-0.776994944,1.99576259,230
14,-0.09146195,-1.10678351,2.11582637,230
15,-0.131175518,-1.16527593,2.051143,230
16,-0.0215979833,-0.772702932,2.2420516,230
17,0.104729027,-0.7282777,1.98441911,230
18,0.1562407,-0.98467195,1.90356445,230
19,0.106165573,-1.02431035,1.81912541,230
20,-0.223565578,-0.363335669,2.17935562,230
21,-0.499363929,-0.834936,1.87730026,230
22,-0.437660635,-0.806547165,1.90204167,230
23,-0.500966132,-0.8174114,1.87752533,230
24,-0.4956864,-0.76591146,1.93800008,230
0,-0.0660102442,-0.79187125,2.31095076,231
1,-0.160535,-0.545621753,2.22105455,231
2,-0.2509534,-0.300187349,2.1190207,231
3,-0.321323931,-0.218877092,2.15129447,231
4,-0.354921341,-0.4765109,2.35542655,231
5,-0.329166859,-0.6206367,2.0952208,231
6,-0.404959857,-0.7937281,1.9277178,231
7,-0.444523662,-0.816029549,1.90395534,231
8,-0.145139024,-0.41421172,2.06291533,231
9,-0.253560156,-0.5921043,1.97767639,231
10,-0.38194713,-0.759283364,1.93801963,231
11,-0.4348176,-0.803484,1.9132719,231
12,-0.100401029,-0.7811873,2.31225038,231
