time,value
0.007765,0.17907974143574226
0.014033,0.1837780179791736
0.00064,0.1855484350600575
0.001794,0.1901129696978512
0.002152,0.17907974143574226
0.002733,0.1837780179791736
0.000682,0.1855484350600575
0.001953,0.1901129696978512
0.00219,0.17907974143574226
0.002965,0.1837780179791736
0.000703,0.1855484350600575
0.002037,0.1901129696978512
0.002099,0.17907974143574226
0.002765,0.1837780179791736
0.000702,0.1855484350600575
0.001995,0.1901129696978512
0.002109,0.17907974143574226
0.002771,0.1837780179791736
0.000679,0.1855484350600575
0.001965,0.1901129696978512
0.001999,0.17907974143574226
0.002775,0.1837780179791736
0.000678,0.1855484350600575
0.002644,0.1901129696978512
0.002001,0.17907974143574226
0.002812,0.1837780179791736
0.00071,0.1855484350600575
0.001999,0.1901129696978512
0.001981,0.17907974143574226
0.003078,0.1837780179791736
0.000712,0.1855484350600575
0.002004,0.1901129696978512
0.002065,0.17907974143574226
0.002729,0.1837780179791736
0.000677,0.1855484350600575
0.00216,0.1901129696978512
0.001998,0.17907974143574226
0.002694,0.1837780179791736
0.000654,0.1855484350600575
0.002001,0.1901129696978512
0.002003,0.17907974143574226
0.002941,0.1837780179791736
0.000745,0.1855484350600575
0.002199,0.1901129696978512
0.001965,0.17907974143574226
0.002749,0.1837780179791736
0.000694,0.1855484350600575
0.001963,0.1901129696978512
0.003561,0.17907974143574226
0.005511,0.1837780179791736
0.001932,0.1855484350600575
0.004531,0.1901129696978512
0.001994,0.17907974143574226
0.002734,0.1837780179791736
0.000687,0.1855484350600575
0.002005,0.1901129696978512
1.204537,0.17907974143574226
1.205115,0.1837780179791736
1.203587,0.1855484350600575
1.204653,0.1901129696978512
1.20416,0.17907974143574226
1.204955,0.1837780179791736
1.203366,0.1855484350600575
1.204354,0.1901129696978512
1.204415,0.17907974143574226
1.205027,0.1837780179791736
