time,value
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
10,0.1773325843285393
10,0.17556904842662735
10,0.17795960000102395
10,0.00520862963068306
